total_env_steps,update,completed_episodes,completed_episode_return_mean,completed_episode_length_mean,actor_policy_loss,critic_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,critic_grad_norm,advantage_raw_mean,advantage_raw_std,action_mean,action_std,action_saturation_ratio,raw_log_std_min,raw_log_std_mean,raw_log_std_max,clamped_log_std_min,clamped_log_std_mean,clamped_log_std_max,raw_log_std_gt_max_ratio,finite
309248,302,9,128.9644967824881,116.77777777777777,-0.006022642960306257,10.594375020265579,-0.8396235704421997,0.007890747918281704,0.06279296875,0.8342086136341095,44.528295040130615,-0.3589431047439575,7.03647518157959,0.08269267529249191,0.2767498791217804,0.0,0.1411331295967102,0.15151946246623993,0.1670575737953186,-1.7195930480957031,-1.6993056535720825,-1.6689586639404297,0.0,1.0
310272,303,9,127.14777218662438,121.66666666666667,-0.006724554655374959,3.0638847798109055,-0.8400046542286873,0.007768664672039449,0.070361328125,0.8307220242917538,21.24641569852829,0.6523903608322144,3.8887405395507812,0.10123135894536972,0.2859705686569214,0.0,0.14089666306972504,0.15200985968112946,0.16773486137390137,-1.7200566530227661,-1.6983437538146973,-1.6676414012908936,0.0,1.0
311296,304,8,112.57226022498247,114.0,-0.005421845227829181,8.63856693804264,-0.838663300871849,0.006033087411196902,0.0651123046875,0.7866744920611382,35.55540155172348,-0.024208903312683105,6.386702537536621,0.10282476991415024,0.26590925455093384,0.0,0.14160345494747162,0.1517651379108429,0.1656232476234436,-1.7186709642410278,-1.6988192796707153,-1.671749472618103,0.0,1.0
312320,305,9,152.26928507935395,133.22222222222223,-0.005819129722658545,4.628450107574463,-0.8434388101100921,0.0059521842544199895,0.0693115234375,0.8343161456286907,37.302880954742434,1.6090084314346313,4.761171340942383,0.10309827327728271,0.28437569737434387,0.0,0.13992780447006226,0.15019617974758148,0.16489556431770325,-1.721956729888916,-1.7018718719482422,-1.6731657981872559,0.0,1.0
313344,306,8,139.51636278589683,122.875,-0.0044039558619260784,3.6759113922715185,-0.8517962977290153,0.004310123114555609,0.0486083984375,0.789217047393322,30.180206334590913,0.7212882041931152,4.852103233337402,0.08593336492776871,0.26281335949897766,0.0,0.13964983820915222,0.14940552413463593,0.16405794024467468,-1.7225018739700317,-1.70343017578125,-1.6747965812683105,0.0,1.0
314368,307,8,133.31292218398568,128.0,-0.005529690615367145,5.655929116904735,-0.852858604490757,0.007056436444690917,0.0658447265625,0.7972732715308666,30.84824857711792,0.06527970731258392,5.289807319641113,0.0828370451927185,0.2689436376094818,0.0,0.14062441885471344,0.14970792829990387,0.16304099559783936,-1.720590591430664,-1.7028204202651978,-1.6767768859863281,0.0,1.0
315392,308,8,124.45976641303639,124.25,-0.0049270353629253805,2.887905031442642,-0.8487044841051101,0.003966831443540287,0.060498046875,0.7358590669929981,28.390417802333832,-0.09034930169582367,4.255612850189209,0.0961214080452919,0.27467215061187744,0.0,0.1407010853290558,0.15104377269744873,0.16386450827121735,-1.720440149307251,-1.7002099752426147,-1.6751731634140015,0.0,1.0
316416,309,6,132.7260147296089,129.83333333333334,-0.008484959916677326,1.492969522625208,-0.846187162399292,0.0035391807075939143,0.066259765625,0.8042654357850552,19.625879538059234,0.4595710039138794,3.095510482788086,0.10382521152496338,0.2678738832473755,0.0,0.14065201580524445,0.1496281772851944,0.16254070401191711,-1.720536470413208,-1.7029722929000854,-1.6777515411376953,0.0,1.0
317440,310,9,137.11827628124865,132.0,-0.004523901286302134,4.871646079421043,-0.8539889946579933,0.0029378161445492877,0.043896484375,0.7654945686459541,40.19811464548111,0.18160098791122437,5.453176975250244,0.0822664126753807,0.2662307620048523,0.0,0.14231503009796143,0.14905856549739838,0.15990933775901794,-1.7172760963439941,-1.7040773630142212,-1.6828796863555908,0.0,1.0
318464,311,8,122.08568296873355,127.875,-0.005730440307524986,3.5989576049149035,-0.8598167136311531,0.002248626615619287,0.0544677734375,0.8695757701992989,21.05628479719162,-0.21819686889648438,4.373828411102295,0.0966888889670372,0.2626183331012726,0.0,0.1398918181657791,0.14726828038692474,0.1581874042749405,-1.72202730178833,-1.7075830698013306,-1.6862379312515259,0.0,1.0
