total_env_steps,update,completed_episodes,completed_episode_return_mean,completed_episode_length_mean,actor_policy_loss,critic_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,critic_grad_norm,advantage_raw_mean,advantage_raw_std,value_target_mean,value_target_std,value_prediction_mean_pre,value_prediction_std_pre,explained_variance_pre,actor_grad_norm_max,critic_grad_norm_max,actor_grad_clip_fraction,critic_grad_clip_fraction,value_normalizer_mean,value_normalizer_std,value_normalizer_count,hard_speed_accel_violations,action_mean,action_std,action_saturation_ratio,raw_log_std_min,raw_log_std_mean,raw_log_std_max,clamped_log_std_min,clamped_log_std_mean,clamped_log_std_max,raw_log_std_gt_max_ratio,finite
1024,1,5,124.65272024242786,109.0,-0.004593565635150299,547.9510856628418,-0.2444099172949791,0.0032071624693344345,0.0302490234375,0.4713837280869484,103.73877696990967,29.516338348388672,17.157285690307617,29.38507080078125,17.155208587646484,-0.13126736879348755,0.12368156015872955,-0.0002419902566526133,0.7911756038665771,149.5698699951172,0.4,1.0,0.0,1.0,0.0,0.0,-0.05921660736203194,0.2256142795085907,0.0,0.2540804147720337,0.2551053762435913,0.2557397186756134,-1.5024991035461426,-1.5005923509597778,-1.4993870258331299,0.0,1.0
2048,2,5,143.80817828871986,139.6,-0.004806969070341438,589.2169235229492,-0.24408003464341163,0.004084089458046947,0.0300048828125,0.49898210875689986,106.54853954315186,29.989173889160156,18.917543411254883,30.614116668701172,17.605831146240234,0.6249415874481201,2.143270254135132,-0.15455978946327775,1.1247622966766357,150.46685791015625,0.425,1.0,0.0,1.0,0.0,0.0,-0.06220034882426262,0.2299697995185852,0.0,0.2528388202190399,0.25562185049057007,0.25814345479011536,-1.5048292875289917,-1.4995862245559692,-1.4948835372924805,0.0,1.0
3072,3,6,159.6749731517915,152.83333333333334,-0.004226874222513288,643.4790817260742,-0.24007163792848588,0.005476946562703233,0.044287109375,0.5438261561095714,122.96120853424073,29.99843978881836,22.139467239379883,30.014150619506836,20.427217483520508,0.01570919156074524,2.595749616622925,-0.17467023286810357,1.3234872817993164,159.32460021972656,0.55,1.0,0.0,1.0,0.0,0.0,-0.06091707944869995,0.2232908308506012,0.0,0.25329139828681946,0.25636789202690125,0.2586883008480072,-1.5039796829223633,-1.4982045888900757,-1.493863582611084,0.0,1.0
4096,4,8,165.3676700174525,140.0,-0.0025707183755002915,574.0324394226075,-0.23669153451919556,0.0029934918507933616,0.0123779296875,0.558365111798048,158.575518989563,30.606016159057617,17.191686630249023,32.3746337890625,18.019514083862305,1.7686171531677246,2.398036479949951,0.08977073780530587,0.963869035243988,193.60195922851562,0.55,1.0,0.0,1.0,0.0,0.0,-0.053084079176187515,0.22540928423404694,0.0,0.25285130739212036,0.25669431686401367,0.2613973617553711,-1.5048059225082397,-1.497592806816101,-1.4887958765029907,0.0,1.0
5120,5,8,162.0052119364767,135.0,-0.0038766300363931804,465.4231948852539,-0.23212737068533898,0.004077067198522855,0.0319580078125,0.497587026655674,173.1742935180664,27.649858474731445,16.159555435180664,29.765560150146484,18.466596603393555,2.1157028675079346,5.092461585998535,0.23425324800390546,0.8873569965362549,200.86029052734375,0.4,1.0,0.0,1.0,0.0,0.0,-0.0552021823823452,0.22734975814819336,0.0,0.25594574213027954,0.2583560049533844,0.26160985231399536,-1.499000906944275,-1.4945130348205566,-1.4883986711502075,0.0,1.0
6144,6,8,158.28619211178778,150.625,-0.00387655810918659,412.6911361694336,-0.22421535179018975,0.0033209744695341216,0.026025390625,0.4986324366182089,199.12326774597167,26.403858184814453,16.442514419555664,27.373533248901367,20.485780715942383,0.9696758985519409,6.662106513977051,0.35578405961636306,0.9451783895492554,228.20257568359375,0.4,1.0,0.0,1.0,0.0,0.0,-0.05136527121067047,0.22568432986736298,0.0,0.2570573687553406,0.25911304354667664,0.2631727159023285,-1.496917724609375,-1.4930840730667114,-1.4854786396026611,0.0,1.0
7168,7,7,184.7053297001384,147.14285714285714,-0.002921342235640623,394.3747055053711,-0.22138870432972907,0.0023037580045638605,0.015087890625,0.5259175699204206,202.790047454834,24.758502960205078,16.23854637145996,29.711185455322266,20.552043914794922,4.9526824951171875,6.557094573974609,0.37571313513004256,0.8665664196014404,230.2965087890625,0.55,1.0,0.0,1.0,0.0,0.0,-0.05465841293334961,0.225839763879776,0.0,0.2554028630256653,0.2594413459300995,0.26540637016296387,-1.50001859664917,-1.4924534559249878,-1.481309413909912,0.0,1.0
8192,8,5,154.74001415365657,161.0,-0.004231671220622957,390.25416564941406,-0.2196026649326086,0.002688869586563669,0.046484375,0.6063054405152798,240.7274269104004,24.97399139404297,16.710289001464844,31.41653823852539,21.821571350097656,6.442546844482422,6.98037576675415,0.41359741182505105,1.2781963348388672,291.8480224609375,0.65,1.0,0.0,1.0,0.0,0.0,-0.04585428163409233,0.22773471474647522,0.0,0.25551900267601013,0.2596891522407532,0.2657151222229004,-1.4998009204864502,-1.491989016532898,-1.4807333946228027,0.0,1.0
9216,9,7,197.8725188776983,180.42857142857142,-0.003952989834942855,408.6777816772461,-0.22124478481709958,0.005349350199685432,0.0234130859375,0.4771928291767836,242.7665817260742,25.378564834594727,16.983339309692383,32.94676208496094,22.77752113342285,7.568192958831787,8.298455238342285,0.44405322767477085,0.9499124884605408,282.6446228027344,0.275,1.0,0.0,1.0,0.0,0.0,-0.05130273103713989,0.22668756544589996,0.0,0.2539885342121124,0.2589271664619446,0.26366788148880005,-1.502671480178833,-1.4934388399124146,-1.4845540523529053,0.0,1.0
10240,10,7,135.07167431954082,138.42857142857142,-0.004854644875740633,414.0069274902344,-0.22394149377942085,0.005794722615974024,0.04990234375,0.5929556161165237,228.4133186340332,22.571422576904297,21.152263641357422,31.24303436279297,26.472293853759766,8.671610832214355,11.824583053588867,0.36154458980884574,1.0518476963043213,281.44866943359375,0.7,1.0,0.0,1.0,0.0,0.0,-0.04177302122116089,0.22454595565795898,0.0,0.25487223267555237,0.25886431336402893,0.26158106327056885,-1.5010137557983398,-1.4935556650161743,-1.488452434539795,0.0,1.0
