mode,representation,dimension,name,count,min,mean,median,p1,p5,p95,p99,max,std,outside_unit_ratio,clipping_ratio
random_stress,raw,2,self_z,14644,100.06290941156921,198.9158843524969,196.80652128190906,110.79307075367856,130.36764775081727,268.033860655848,290.96048551584005,299.86785309282595,40.1307975127489,1.0,1.0
random_stress,raw,3,self_vx,14644,-7.910414111210655,0.2790296355987764,0.10308392098463193,-4.909667080088728,-2.863570515535288,4.154096011231157,6.693061214158818,9.897233232784735,2.167252898367946,0.543701171875,0.543701171875
random_stress,raw,4,self_vy,14644,-6.38508944382135,0.14476324888300507,0.09660112747839704,-4.532743101559399,-3.1574726989605066,3.2744930570345985,4.489186455527245,6.111302672909051,1.8848844735637804,0.55908203125,0.55908203125
random_stress,raw,5,self_vz,14644,-5.0,-0.02755451831850267,-0.06783296002746068,-4.457535566056556,-3.294768117672011,3.8383775894406744,5.200120594967076,6.0,2.023811774355872,0.580322265625,0.580322265625
random_stress,raw,6,up_dx,14644,-432.14094903748924,4.012637435909323,7.287957668646982,-374.8902996513456,-292.66465816615323,279.5857697202714,320.76096071168035,379.32128750376205,188.52886176640234,0.9970703125,0.9970703125
random_stress,raw,7,up_dy,14644,-381.41206835351863,-18.45992292709161,-75.86076098517367,-331.71059915406454,-278.54582350169625,290.7861331405568,371.05717288410415,402.4638583591043,190.13466101937303,0.999267578125,0.999267578125
random_stress,raw,8,up_dz,14644,-168.62965615969262,2.720858420690985,3.8895572073428184,-139.18134149140283,-69.44318300448589,70.28902340870124,132.45595635935047,173.60847305774558,43.07615473441456,0.9794921875,0.9794921875
random_stress,raw,9,up_dvx,14644,-11.941947579683415,-0.11972389904784214,0.05727224069925052,-9.3898529266115,-6.913926536758167,6.304925842898202,8.586979432818188,11.032438566838014,3.830402057352119,0.712890625,0.712890625
random_stress,raw,10,up_dvy,14644,-12.337248159066661,-0.40274920339724496,-0.32468596814725403,-10.047115438396688,-6.582046888305047,5.594423493425185,10.647759395024915,12.59264459308367,3.706821132165619,0.720947265625,0.720947265625
random_stress,raw,11,up_dvz,14644,-9.372891046114198,-0.12762918971222115,-0.0739512937368827,-7.06770500682035,-4.967124304871994,4.699081559315844,6.449822203824913,8.4627136221653,2.839301027082124,0.677978515625,0.677978515625
random_stress,raw,12,up_capacity,14644,19233925.97843798,37219930.32541753,36394370.84223019,21027933.935978793,25400225.53944499,47890079.24585376,63319202.32234509,82037574.34860326,7518627.004661656,1.0,1.0
random_stress,raw,13,down_dx,14644,-496.1521561750832,-10.647070839893056,-31.429000547221676,-360.0788566586664,-274.18538585007536,308.1011198953047,393.4446864065317,451.382615392218,195.26362971592556,0.999267578125,0.999267578125
random_stress,raw,14,down_dy,14644,-477.4693351178584,9.83662331512457,64.86655884803395,-352.2349385615489,-286.9865261763164,272.89352405244097,392.1431157411712,443.8234931339214,191.52502861753158,0.9990234375,0.9990234375
random_stress,raw,15,down_dz,14644,-173.60847305774558,-2.5794516191164254,-3.4444309085913005,-122.31813337242457,-71.10785229751156,69.52014760423859,111.54872227227574,168.62965615969262,42.263813248826466,0.9794921875,0.9794921875
random_stress,raw,16,down_dvx,14644,-13.698427421527587,-0.10176138151269244,-0.07410900027387446,-9.880161369928041,-7.319355562363549,6.666587797009813,7.977662825699511,10.292170849414614,3.9872451999553498,0.70751953125,0.70751953125
random_stress,raw,17,down_dvy,14644,-11.49052944676625,0.013991276947498167,0.26902146738236377,-9.533854603998305,-6.862845535641693,6.132653670294131,8.414894984828214,11.192714621992955,3.6317826282179575,0.715087890625,0.715087890625
random_stress,raw,18,down_dvz,14644,-8.4627136221653,0.11391790808143812,0.12738085535478527,-6.875982129048064,-4.925485708433058,4.6919226117445,6.750305602757445,9.372891046114198,2.85600989048583,0.704345703125,0.704345703125
random_stress,raw,19,down_capacity,14644,17867925.456489135,36523171.08018183,36159050.967992,20954096.128752112,24893188.129508138,46538330.61294506,52328428.97295771,69177437.96768713,6622881.130896847,1.0,1.0
random_stress,raw,20,safe_dx,14644,-638.0254037795539,-35.24638202508381,-63.8341499260041,-600.5811726390065,-502.6565049065505,527.8093680302508,607.6116010470057,766.9174380533524,345.6778466786225,0.99951171875,0.99951171875
random_stress,raw,21,safe_dy,14644,-648.2706590422616,8.016541065188312,45.01956153501021,-577.7574834662099,-544.5381547284012,515.3808141078198,559.3474693886704,594.4348188807994,343.3643253078575,0.99755859375,0.99755859375
random_stress,raw,22,safe_dz,14644,-180.71934867446708,-2.466723211754898,-2.1858626875119,-135.78507833750598,-89.75480497562063,78.78190099323066,137.87874821325693,180.71934867446708,48.087529911587254,0.970703125,0.970703125
random_stress,raw,23,safe_dvx,14644,-11.762045592128745,-0.1576488569657128,-0.08002665286691024,-9.866203842216041,-8.020228174253532,6.412884313752171,8.848892701510898,11.762045592128745,3.995327912375547,0.740478515625,0.740478515625
random_stress,raw,24,safe_dvy,14644,-12.895467188635887,-0.24543090832257664,-0.1625127188006686,-10.729058533155808,-7.535275556571856,5.875491173951269,9.797715860800835,11.053033069072626,3.8840866134340266,0.6845703125,0.6845703125
random_stress,raw,25,safe_dvz,14644,-9.636549692999017,-0.165347821590999,-0.18401827309398805,-7.074180110375861,-4.930544356964471,5.023180788427933,7.3153340503545445,9.636549692999017,2.950317120823024,0.70654296875,0.70654296875
zero_action,normalized,0,self_x,20048,0.22770904106665615,0.49189176591692274,0.48419358398205997,0.22770904106665615,0.2884222252521341,0.6798664482489669,0.7297364106428189,0.732750554516388,0.12129612966557735,0.0,0.0
zero_action,normalized,1,self_y,20048,0.25379311872801985,0.49238878887402926,0.4987695656574735,0.2668694072002513,0.308726493564719,0.7147726912396944,0.7206848880841841,0.7408993083489144,0.11282041864167956,0.0,0.0
zero_action,normalized,2,self_z,20048,-0.7146031805791452,0.015677978459551975,0.04277186062672001,-0.7146031805791452,-0.49268213094111757,0.5162718183929548,0.5456279962055228,0.6239261262874453,0.3147748224504963,0.0,0.0
zero_action,normalized,3,self_vx,20048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero_action,normalized,4,self_vy,20048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero_action,normalized,5,self_vz,20048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero_action,normalized,6,up_dx,20048,-0.20332420201502505,-0.010602870779040027,-0.045042327403587816,-0.1508369521601038,-0.13345095713616423,0.1433240257804049,0.17888949623525435,0.2676723534261699,0.09345797372054561,0.0,0.0
zero_action,normalized,7,up_dy,20048,-0.25802963608206053,-0.011349785164246893,-0.017378164282553142,-0.1844231397416795,-0.13718010714581721,0.13531035447833908,0.21500413302826463,0.25621063851723797,0.09454948848902239,0.0,0.0
zero_action,normalized,8,up_dz,20048,-0.36264638681715,0.01763810513919059,0.022907506932728836,-0.23443684447342847,-0.15093209815576172,0.13537919708712975,0.1984036722396631,0.32351251865782016,0.09040054810303207,0.0,0.0
zero_action,normalized,9,up_dvx,20048,-0.22968812665652277,0.010844828350794113,0.0,-0.1235308369195048,-0.06935365337153014,0.1673686227357249,0.23921741428133325,0.24580260728033934,0.06091397054803341,0.0,0.0
zero_action,normalized,10,up_dvy,20048,-0.2449195299513247,-0.003107635922989973,0.0,-0.24097034176904014,-0.18672559501253685,0.16196871242804523,0.23614828356890386,0.2467892736506511,0.08490440523296727,0.0,0.0
zero_action,normalized,11,up_dvz,20048,-0.25,-0.004421225515071286,0.0,-0.25,-0.12398499991855709,0.05047761794483228,0.25,0.25,0.07187491959857642,0.0,0.0
zero_action,normalized,12,up_capacity,20048,0.3105193504322442,0.622203141066318,0.6222793839576576,0.3433064661032018,0.4326413597547418,0.7427027033297776,0.949243020127852,1.0,0.09950826508580778,0.0,0.006591796875
zero_action,normalized,13,down_dx,20048,-0.2595185465623045,0.016738032980817157,0.04521296959449944,-0.18607221152278908,-0.1433240257804049,0.13643847487493202,0.18589642448169535,0.2348855480690619,0.09551636840413037,0.0,0.0
zero_action,normalized,14,down_dy,20048,-0.2505420438937626,0.018156606238290487,0.017378164282553142,-0.13531035447833908,-0.12739790933594525,0.14036616963836968,0.1832433110621672,0.2619442136603595,0.09106771016651752,0.0,0.0
zero_action,normalized,15,down_dz,20048,-0.34921855394541423,-0.015536569495073621,-0.02615710523776798,-0.28463554023326876,-0.11919517073292582,0.1307051201192408,0.2522396697292683,0.4671853090236509,0.09435446938046343,0.0,0.0
zero_action,normalized,16,down_dvx,20048,-0.22988483818869362,0.0009664446037963468,0.0,-0.16122676034611952,-0.11285532488027188,0.14957007614995116,0.2060058866777954,0.21856960243105927,0.06491290384931854,0.0,0.0
zero_action,normalized,17,down_dvy,20048,-0.2345612079324609,0.01076071370737208,0.0,-0.22855220786928956,-0.06619091235508492,0.17504218393165674,0.2044502505157479,0.21180799114545787,0.07042955083099563,0.0,0.0
zero_action,normalized,18,down_dvz,20048,-0.25,0.00221964010949529,0.0,-0.25,-0.008595100407454481,0.06690120380571708,0.25,0.25,0.06904597660711043,0.0,0.0
