horizontal_distance_m,abs_height_difference_m,distance_3d_m,elevation_angle_deg,antenna_gain_linear,antenna_gain_db,old_snr_db,new_snr_db,new_capacity_mbps,below_5db_outage
300.0,0.0,300.0,0.0,1.0,0.0,9.457574905606755,9.457574905606755,32.96585045319744,False
400.0,0.0,400.0,0.0,1.0,0.0,6.958800173440757,6.958800173440757,25.76413651646186,False
500.0,0.0,500.0,0.0,1.0,0.0,5.020599913279629,5.020599913279629,20.625752254934444,False
400.0,200.0,447.21359549995793,26.56505117707799,0.7999999999999999,-0.9691001300805645,5.989700043360193,5.020599913279629,20.625752254934444,False
300.0,200.0,360.5551275463989,33.690067525979785,0.6923076923076924,-1.5970084286751183,7.860566476931636,6.263558048256517,23.868524233410383,False
200.0,150.0,250.0,36.86989764584402,0.6400000000000001,-1.9382002601611275,11.041199826559252,9.102999566398125,31.91234331306354,False
200.0,200.0,282.842712474619,45.0,0.5000000000000001,-3.0102999566398108,9.969100130080568,6.958800173440757,25.76413651646186,False
